#unix_time, #map_size, #unique_crashes, #execs_per_sec, #valid_inputs, #invalid_inputs
1646588359, 0.16022%, 0, 0.12280, 1, 0, 105, 65535
1646588360, 0.17395%, 0, 1.02354, 2, 0, 114, 65535
1646588360, 0.18006%, 0, 1.40056, 3, 0, 118, 65535
1646588361, 0.18006%, 0, 1.66667, 4, 0, 118, 65535
1646588362, 0.18006%, 0, 0.93284, 5, 0, 118, 65535
1646588364, 0.18463%, 0, 0.71023, 6, 0, 121, 65535
1646588365, 0.19226%, 0, 0.85470, 7, 0, 126, 65535
1646588365, 0.19226%, 0, 1.81488, 8, 0, 126, 65535
1646588366, 0.19226%, 0, 2.99401, 9, 0, 126, 65535
1646588367, 0.19226%, 0, 0.98425, 10, 0, 126, 65535
1646588368, 0.19226%, 0, 1.09290, 11, 0, 126, 65535
1646588368, 0.19226%, 0, 1.16279, 12, 0, 126, 65535
1646588369, 0.19226%, 0, 1.46628, 13, 0, 126, 65535
1646588371, 0.19226%, 0, 0.66890, 14, 0, 126, 65535
1646588371, 0.19226%, 0, 1.37174, 15, 0, 126, 65535
1646588373, 0.19226%, 0, 0.81967, 16, 0, 126, 65535
1646588373, 0.19226%, 0, 1.38889, 17, 0, 126, 65535
1646588374, 0.19226%, 0, 0.93633, 18, 0, 126, 65535
1646588375, 0.19226%, 0, 1.55521, 19, 0, 126, 65535
1646588376, 0.19226%, 0, 1.66667, 20, 0, 126, 65535
1646588376, 0.19226%, 0, 1.78571, 21, 0, 126, 65535
1646588377, 0.19226%, 0, 0.93197, 22, 0, 126, 65535
1646588378, 0.19226%, 0, 1.49031, 23, 0, 126, 65535
1646588378, 0.20600%, 0, 2.24719, 24, 0, 135, 65535
1646588379, 0.20600%, 0, 2.00401, 25, 0, 135, 65535
1646588379, 0.20600%, 0, 2.86533, 26, 0, 135, 65535
1646588380, 0.20600%, 0, 1.94932, 27, 0, 135, 65535
1646588380, 0.20600%, 0, 2.13220, 28, 0, 135, 65535
1646588380, 0.20600%, 0, 3.80228, 29, 0, 135, 65535
1646588381, 0.20600%, 0, 2.48139, 30, 0, 135, 65535
1646588382, 0.20600%, 0, 1.40647, 31, 0, 135, 65535
1646588382, 0.20600%, 0, 2.71739, 32, 0, 135, 65535
1646588382, 0.20600%, 0, 3.30033, 33, 0, 135, 65535
1646588383, 0.20600%, 0, 3.04878, 34, 0, 135, 65535
1646588383, 0.20600%, 0, 1.70358, 35, 0, 135, 65535
1646588384, 0.20600%, 0, 1.52439, 36, 0, 135, 65535
1646588385, 0.20600%, 0, 0.90827, 37, 0, 135, 65535
1646588385, 0.20600%, 0, 1.64204, 38, 0, 135, 65535
1646588387, 0.20600%, 0, 0.82305, 39, 0, 135, 65535
1646588387, 0.20600%, 0, 1.29534, 40, 0, 135, 65535
