#unix_time, #map_size, #unique_crashes, #execs_per_sec, #valid_inputs, #invalid_inputs
1646588362, 0.11444%, 0, 0.93284, 5, 0, 75, 65535
1646588364, 0.14801%, 0, 0.71023, 6, 0, 97, 65535
1646588365, 0.14801%, 0, 0.85470, 7, 0, 97, 65535
1646588365, 0.14801%, 0, 1.81488, 8, 0, 97, 65535
1646588366, 0.14801%, 0, 2.99401, 9, 0, 97, 65535
1646588367, 0.14801%, 0, 0.98425, 10, 0, 97, 65535
1646588368, 0.14801%, 0, 1.09290, 11, 0, 97, 65535
1646588368, 0.14801%, 0, 1.16279, 12, 0, 97, 65535
1646588369, 0.14954%, 0, 1.46628, 13, 0, 98, 65535
1646588371, 0.14954%, 0, 0.66890, 14, 0, 98, 65535
1646588371, 0.14954%, 0, 1.37174, 15, 0, 98, 65535
1646588373, 0.14954%, 0, 0.81967, 16, 0, 98, 65535
1646588373, 0.15412%, 0, 1.38889, 17, 0, 101, 65535
1646588374, 0.15412%, 0, 0.93633, 18, 0, 101, 65535
1646588375, 0.15412%, 0, 1.55521, 19, 0, 101, 65535
1646588376, 0.15412%, 0, 1.66667, 20, 0, 101, 65535
1646588376, 0.15412%, 0, 1.78571, 21, 0, 101, 65535
1646588377, 0.15412%, 0, 0.93197, 22, 0, 101, 65535
1646588378, 0.15412%, 0, 1.49031, 23, 0, 101, 65535
1646588378, 0.15412%, 0, 2.24719, 24, 0, 101, 65535
1646588379, 0.15412%, 0, 2.00401, 25, 0, 101, 65535
1646588379, 0.15412%, 0, 2.86533, 26, 0, 101, 65535
1646588380, 0.15412%, 0, 1.94932, 27, 0, 101, 65535
1646588380, 0.15412%, 0, 2.13220, 28, 0, 101, 65535
1646588380, 0.15412%, 0, 3.80228, 29, 0, 101, 65535
1646588381, 0.15412%, 0, 2.48139, 30, 0, 101, 65535
1646588382, 0.15412%, 0, 1.40647, 31, 0, 101, 65535
1646588382, 0.15412%, 0, 2.71739, 32, 0, 101, 65535
1646588382, 0.15412%, 0, 3.30033, 33, 0, 101, 65535
1646588383, 0.15412%, 0, 3.04878, 34, 0, 101, 65535
1646588383, 0.15412%, 0, 1.70358, 35, 0, 101, 65535
1646588384, 0.16022%, 0, 1.52439, 36, 0, 105, 65535
1646588385, 0.16022%, 0, 0.90827, 37, 0, 105, 65535
1646588385, 0.16022%, 0, 1.64204, 38, 0, 105, 65535
1646588387, 0.16022%, 0, 0.82305, 39, 0, 105, 65535
1646588387, 0.16022%, 0, 1.29534, 40, 0, 105, 65535
